date|การรักษา
2023-12-08 09:20:01,"S/O Food : อาหารเจ้าเม็ดเจ้าของ 1 ช้อน 2 มื้อ 06.00 = ตั้งไว้ 18.00 = ปั่นป้อน กินได้หมด Water:  ตั้งไว้ vomit/regur: มีคราบเหลืองๆ ติดตรงคราบผ้าปูไม่แน่ใจว่าอ้วกมั้ย Feces: 16.00 FS2-3/7 Urine: 09.30, 16.00 เหลืองใส Temp: 09.00 = 100.2F A: - Hotel 8-9/12/66 Tx: - Plan: - รับกลับ 9/12/66 ถ้าไม่ทันรับกลับ 10/12/66 - แจ้งอาการในไลน์ CE: ในไลน์ - อาการร่าเริง ไม่กินข้าวเอง เลยปั่นป้อน ขับถ่ายปกติ - 16.00 คราบเหลืองๆติดผ้าปูนอน แต่ไม่แน่ใจว่าอ้วกมั้ย obs อาการก่อน ถ้ามีอาเจียนเพิ่มอาจจะต้องตรวจ+ให้ยาตามอาการ"
2023-12-08 21:45:00,"S/O BW 2.2 kg Food : อาหารเจ้าเม็ดเจ้าของ 1 ช้อน 2 มื้อ 06.00 = ปั่นป้อนกินเกือบหมด Water:  ตั้งไว้ vomit/regur: - [16.00 7/12/66 มีคราบเหลืองๆ ติดตรงคราบผ้าปูไม่แน่ใจว่าอ้วกมั้ย] Feces: 16.00 FS2-3/7 Urine: 06.00 ในสนาม Temp: 06.00 = 99.8F PE: QAR, mild fear/anxious, NR-HSLS, NR-hydration, no abd cramp, No LN enlargement, Strong FP, no od/nd A: - Hotel 8-9/12/66 Tx: - Plan: - รับกลับ 9/12/66  ถ้าไม่ทันรับกลับ 10/12/66 - แจ้งอาการในไลน์ Note : - 16.00 8/12/66 คราบเหลืองๆติดผ้าปูนอน แต่ไม่แน่ใจว่าอ้วกมั้ย obs อาการก่อน ถ้ามีอาเจียนเพิ่มอาจจะต้องตรวจ+ให้ยาตามอาการ"
2023-12-09 13:03:01,"S/O BW 2.2 kg Food : อาหารเจ้าเม็ดเจ้าของ 1 ช้อน 2 มื้อ 06.00 = ปั่นป้อนกินเกือบหมด 18.00 = กินเปียก jerhigh 1ซอง เองหมด+ตั้งเม็ด Water:  ตั้งไว้ vomit/regur: 15.00 อาเจียเป็นอาหารไม่ย่อยหลังกินแล้ววิ่งเล่น Feces: none [last 8/12/66 16.00 FS2-3/7] Urine: 06.00 ในสนาม Temp: 06.00 = 99.8F PE: - Alert, N-hydration, Pink mm, CRT1-2, N-HS&LS, Strong femoral pusle, No abdominla cramp -Retained Left upper canine deciduous teeth A: - Hotel 8-9/12/66 -Retained Left upper canine deciduous teeth Tx: - Plan: - รับกลับ 10/12/66 15.00 - แจ้งอาการในไลน์ -mornitor:vomit Note : - 16.00 8/12/66 คราบเหลืองๆติดผ้าปูนอน แต่ไม่แน่ใจว่าอ้วกมั้ย obs อาการก่อน ถ้ามีอาเจียนเพิ่มอาจจะต้องตรวจ+ให้ยาตามอาการ CE: Line แจ้งอาการ+ส่งรูป +สอบถามเรื่องรับกลับ 17.14 update เรื่องอาเจียน"
2023-12-09 21:34:01,"S/O BW 2.2 kg Food : อาหารเจ้าเม็ดเจ้าของ 1 ช้อน 2 มื้อ 06.00 = Water:  ตั้งไว้ vomit/regur: 15.00 อาเจียเป็นอาหารไม่ย่อยหลังกินแล้ววิ่งเล่น Feces: none [last 8/12/66 16.00 FS2-3/7] Urine: 06.00 ในสนาม Temp: 06.00 = F PE: Very alert, responsive, NR-HSLS, CRT<2s, pink mm., NR-hydration, no abd cramp, no nausea signs, Retained Lt upper canine deciduous teeth, Strong FP A: - Hotel 8-9/12/66 -Retained Left upper canine deciduous teeth Tx: - Plan: - รับกลับ 10/12/66 15.00 - แจ้งอาการในไลน์ - งดวิ่งเล่นหลังกินอาหาร -monitor:vomit/regur Note : - 16.00 8/12/66 คราบเหลืองๆติดผ้าปูนอน แต่ไม่แน่ใจว่าอ้วกมั้ย obs อาการก่อน ถ้ามีอาเจียนเพิ่มอาจจะต้องตรวจ+ให้ยาตามอาการ"
2023-12-10 12:35:00,"S/O BW 2.4 kg Food : อาหารเจ้าเม็ดเจ้าของ 1 ช้อน 2 มื้อ 06.00 = เม็ดกินหมด เปียกบดป้อนกินหมด Water:  ตั้งไว้ vomit/regur: - [last 15.00 อาเจียเป็นอาหารไม่ย่อยหลังกินแล้ววิ่งเล่น] Feces: - [last 8/12/66 16.00 FS2-3/7] Urine: 06.00 ในสนาม Temp: 06.00 = 99.6 F PE: BAR, pink mm, crt<2sec, normal hydration status, no abdominal cramp, normal HS/LS, strong femoral pulse A: - Hotel 8-10/12/66 -Retained Left upper canine deciduous teeth Tx: - Plan: - รับกลับ 10/12/66 15.00 - แจ้งอาการในไลน์ - งดวิ่งเล่นหลังกินอาหาร -monitor:vomit/regur Note : - 16.00 8/12/66 คราบเหลืองๆติดผ้าปูนอน แต่ไม่แน่ใจว่าอ้วกมั้ย obs อาการก่อน ถ้ามีอาเจียนเพิ่มอาจจะต้องตรวจ+ให้ยาตามอาการ"
2024-04-16 15:22:00,"plan -18/4/67 ovh ครบคอร์ส +dental scaling+extraction both upper canine deciduous teeth งดอาหาร 00.00 งดน้ำ 06.00 มาส่งก่อน 12.00 ASA1 UK -รอผล bp [16/4/67] NOTE -เซนต์ใบประเมินค่าใช้จ่าย/ใบวางยาแล้ว อยู่ในห้องผ่าตัด"
2024-04-16 15:22:00,"plan -18/4/67 ovh ครบคอร์ส +dental scaling+extraction both upper canine deciduous teeth งดอาหาร 00.00 งดน้ำ 06.00 มาส่งก่อน 12.00 ASA1 UK -รอผล bp [16/4/67] NOTE -เซนต์ใบประเมินค่าใช้จ่าย/ใบวางยาแล้ว อยู่ในห้องผ่าตัด"
2024-04-17 10:07:01,"18/04/67 เวลา13.00 มีนัดทำหมันเมีย มาส่งก่อน12.00 น. (NPO อาหาร 24.00 น้ำ 06.00  (โทรไม่รับ  // ไลน์ F2)"
2024-04-17 13:49:00,"โทรแจ้งผล Blood parasite + แจ้งงดอาหาร 0.00 งดน้ำ 6.00 แล้วค่ะ / JA"
2024-04-18 07:31:00,"BW: 2.45 kg Food: เม็ด เจ้าของเอามา 1 ถ้วยสีเขียว ผสม อาหารเปียก 1/2 ซอง + ให้ขนม 1 แท่ง bid 06.00 = NPO water: วางตลอด Urine: - Feces: - Vomit/regur: - Temp: 06.00 = 100.4 PE: BAR, voicing, nml hydration, nml heart and lung sound, pink mm, crt1-2s, no oculonasal discharge, no abdominal cramp and distension, mild dental tartar, retained both upper canine deciduous teeth A: - OVH ครบคอร์ส [18-25/4/67] Tx: - Plan : - Admit OVH ครบคอร์ส + dental scaling + extraction both upper canine deciduous teeth งดอาหาร 00.00 งดน้ำ 06.00 [18-25/4/67] - bl glu before sx - ถ่ายรูปส่งเจ้าของ bid - food : เม็ด เจ้าของเอามา 1 ถ้วยสีเขียว ผสม อาหารเปียก 1/2 ซอง + ให้ขนม 1 แท่ง bid CE: -"
